tailingsCentroid
"{""type"":""Point"",""coordinates"":[-111.15178498540863,32.406944571981526]}"
"{""type"":""Point"",""coordinates"":[-111.8925862294967,32.50005295925461]}"
"{""type"":""Point"",""coordinates"":[-112.15196139696458,32.065263439112236]}"
"{""type"":""Point"",""coordinates"":[-111.48065123522633,32.3837080770999]}"
"{""type"":""Point"",""coordinates"":[-111.89147248866995,32.49824946525888]}"
"{""type"":""Point"",""coordinates"":[-111.08626381160052,31.988107761209026]}"
"{""type"":""Point"",""coordinates"":[-111.49247978415674,32.398329618900554]}"
"{""type"":""Point"",""coordinates"":[-110.97304574670811,31.951964724544386]}"
"{""type"":""Point"",""coordinates"":[-114.33421195579449,32.55107303810861]}"
"{""type"":""Point"",""coordinates"":[-111.112302597109,33.30250724733226]}"
"{""type"":""Point"",""coordinates"":[-110.6789452940918,32.706012382466206]}"
"{""type"":""Point"",""coordinates"":[-111.103956838252,33.29717116593664]}"
"{""type"":""Point"",""coordinates"":[-111.10545022923789,33.295620073615375]}"
"{""type"":""Point"",""coordinates"":[-111.83707770075473,32.9530449549648]}"
"{""type"":""Point"",""coordinates"":[-111.10486513493412,33.29949893852933]}"
"{""type"":""Point"",""coordinates"":[-110.96712353991704,33.153211471890984]}"
"{""type"":""Point"",""coordinates"":[-111.10644942078162,33.29726069041675]}"
"{""type"":""Point"",""coordinates"":[-110.81033148522222,33.0042886739031]}"
"{""type"":""Point"",""coordinates"":[-110.79618679556557,32.995142684273965]}"
"{""type"":""Point"",""coordinates"":[-111.0046619643656,33.17580381953977]}"
"{""type"":""Point"",""coordinates"":[-111.10644626456512,33.294440431407665]}"
"{""type"":""Point"",""coordinates"":[-110.79557750892964,32.99463835974577]}"
"{""type"":""Point"",""coordinates"":[-110.58872532284357,32.6144170650647]}"
"{""type"":""Point"",""coordinates"":[-111.83716311731162,32.9529974769395]}"
"{""type"":""Point"",""coordinates"":[-110.56100741260126,32.6070878713662]}"
"{""type"":""Point"",""coordinates"":[-111.90052464223083,32.520061664734605]}"
"{""type"":""Point"",""coordinates"":[-111.10455691373836,33.299734522704775]}"
"{""type"":""Point"",""coordinates"":[-110.6971876198348,32.87985134855324]}"
"{""type"":""Point"",""coordinates"":[-110.57508588069717,32.60594803999007]}"
"{""type"":""Point"",""coordinates"":[-111.10827688539433,33.30132550578807]}"
"{""type"":""Point"",""coordinates"":[-110.48592878264863,32.748978000846456]}"
"{""type"":""Point"",""coordinates"":[-110.69641390142262,32.87955780784512]}"
"{""type"":""Point"",""coordinates"":[-110.60002454165344,32.62716741284895]}"
"{""type"":""Point"",""coordinates"":[-111.90875235587818,32.52045330246017]}"
"{""type"":""Point"",""coordinates"":[-110.79577725473152,32.99488118826596]}"
"{""type"":""Point"",""coordinates"":[-111.1052888301385,33.29729144715797]}"
"{""type"":""Point"",""coordinates"":[-110.6789350043252,32.70594794552076]}"
"{""type"":""Point"",""coordinates"":[-110.69711072537214,32.88018857181156]}"
"{""type"":""Point"",""coordinates"":[-110.69612338387216,32.87970915312888]}"
"{""type"":""Point"",""coordinates"":[-109.865367754538,36.930887682125444]}"
"{""type"":""Point"",""coordinates"":[-110.34252273505024,32.84981175875338]}"
"{""type"":""Point"",""coordinates"":[-110.34356531227509,32.851781392996344]}"
"{""type"":""Point"",""coordinates"":[-114.00639235300055,34.2303625712621]}"
"{""type"":""Point"",""coordinates"":[-114.00402981825076,34.22852199582264]}"
"{""type"":""Point"",""coordinates"":[-114.32724494097927,33.6559167273143]}"
"{""type"":""Point"",""coordinates"":[-114.0042091092949,34.22610065052944]}"
"{""type"":""Point"",""coordinates"":[-114.32904292735006,33.65922244126397]}"
"{""type"":""Point"",""coordinates"":[-114.1154936740131,33.63648070637039]}"
"{""type"":""Point"",""coordinates"":[-114.1218012336532,33.62854485738265]}"
"{""type"":""Point"",""coordinates"":[-114.5541873705107,35.23321058004173]}"
"{""type"":""Point"",""coordinates"":[-114.16685178351703,35.338353543115794]}"
"{""type"":""Point"",""coordinates"":[-114.13263034236415,35.322609866469726]}"
"{""type"":""Point"",""coordinates"":[-114.14026040416705,35.30219343111836]}"
"{""type"":""Point"",""coordinates"":[-114.19091550126001,35.36586798658813]}"
"{""type"":""Point"",""coordinates"":[-114.51355795441155,35.63145322554747]}"
"{""type"":""Point"",""coordinates"":[-114.38371169791483,35.051450945725044]}"
"{""type"":""Point"",""coordinates"":[-114.42306261855772,35.02064936394526]}"
"{""type"":""Point"",""coordinates"":[-114.24248135834709,35.79522805130377]}"
"{""type"":""Point"",""coordinates"":[-114.37423374151038,35.014067195786275]}"
"{""type"":""Point"",""coordinates"":[-113.57240665099324,34.31291511082942]}"
"{""type"":""Point"",""coordinates"":[-114.42534277934733,35.02007181745022]}"
"{""type"":""Point"",""coordinates"":[-113.55148375973515,34.30504904673395]}"
"{""type"":""Point"",""coordinates"":[-114.3813650086169,35.02096236117271]}"
"{""type"":""Point"",""coordinates"":[-114.3579450050155,35.38845557961135]}"
"{""type"":""Point"",""coordinates"":[-114.40556275578707,35.0140673797887]}"
"{""type"":""Point"",""coordinates"":[-114.10443287391173,35.91895763146195]}"
"{""type"":""Point"",""coordinates"":[-114.10526326548785,35.90121316668014]}"
"{""type"":""Point"",""coordinates"":[-114.1067903693902,35.9195865036836]}"
"{""type"":""Point"",""coordinates"":[-114.10255713142561,35.89704805367284]}"
"{""type"":""Point"",""coordinates"":[-114.24902193004063,35.784105891305735]}"
"{""type"":""Point"",""coordinates"":[-114.24612112063475,35.78240748214408]}"
"{""type"":""Point"",""coordinates"":[-110.28888953203882,36.963329300250834]}"
"{""type"":""Point"",""coordinates"":[-110.28888095551561,36.94773075080256]}"
"{""type"":""Point"",""coordinates"":[-110.28603123588046,36.96348776349637]}"
"{""type"":""Point"",""coordinates"":[-110.06469249469885,32.09519530094897]}"
"{""type"":""Point"",""coordinates"":[-109.89356910844519,31.377931021862878]}"
"{""type"":""Point"",""coordinates"":[-109.89535368079132,31.38698392105943]}"
"{""type"":""Point"",""coordinates"":[-109.89318317973573,31.39653838355655]}"
"{""type"":""Point"",""coordinates"":[-109.89529890184583,31.386652284250218]}"
"{""type"":""Point"",""coordinates"":[-109.89382113219094,31.39706591269706]}"
"{""type"":""Point"",""coordinates"":[-109.81780995756816,31.902605487651794]}"
"{""type"":""Point"",""coordinates"":[-109.81431724332332,31.90287160642619]}"
"{""type"":""Point"",""coordinates"":[-109.90357083736055,31.419981177622883]}"
"{""type"":""Point"",""coordinates"":[-109.88795236409025,31.433460590324742]}"
"{""type"":""Point"",""coordinates"":[-109.91507033282167,31.407417606731354]}"
"{""type"":""Point"",""coordinates"":[-109.89458699724837,31.42472860408533]}"
"{""type"":""Point"",""coordinates"":[-109.90478640786093,31.43096840285255]}"
"{""type"":""Point"",""coordinates"":[-109.89799380232672,31.436443060038254]}"
"{""type"":""Point"",""coordinates"":[-110.07491613974547,32.09952977141371]}"
"{""type"":""Point"",""coordinates"":[-109.89278197042194,31.43143494547696]}"
"{""type"":""Point"",""coordinates"":[-110.10773551698499,31.69746588532945]}"
"{""type"":""Point"",""coordinates"":[-109.90617605048223,31.41811894862341]}"
"{""type"":""Point"",""coordinates"":[-110.06092030443513,32.099360963716336]}"
"{""type"":""Point"",""coordinates"":[-109.89648660350254,31.4367488826981]}"
"{""type"":""Point"",""coordinates"":[-110.06864064408397,32.09597592613409]}"
"{""type"":""Point"",""coordinates"":[-112.2728211378788,34.44392259755603]}"
"{""type"":""Point"",""coordinates"":[-112.28950159569344,34.45552484763987]}"
"{""type"":""Point"",""coordinates"":[-112.38209038370137,34.53350171410739]}"
"{""type"":""Point"",""coordinates"":[-112.2900130739037,34.47899781333116]}"
"{""type"":""Point"",""coordinates"":[-112.26125484404679,34.42519540467424]}"
"{""type"":""Point"",""coordinates"":[-112.27036028853793,34.43857864015459]}"
"{""type"":""Point"",""coordinates"":[-112.5399561842039,34.390478795774015]}"
"{""type"":""Point"",""coordinates"":[-112.29287237572944,34.47693260233851]}"
"{""type"":""Point"",""coordinates"":[-112.2735536169177,34.446470646706615]}"
"{""type"":""Point"",""coordinates"":[-112.05485174671793,34.78495904160116]}"
"{""type"":""Point"",""coordinates"":[-113.20589872689332,34.576218165673716]}"
"{""type"":""Point"",""coordinates"":[-113.2483100069241,34.593399772464785]}"
"{""type"":""Point"",""coordinates"":[-112.03440868076012,34.77059764047216]}"
"{""type"":""Point"",""coordinates"":[-113.20589872689332,34.576218165673716]}"
"{""type"":""Point"",""coordinates"":[-113.21413172230667,34.57025910094903]}"
"{""type"":""Point"",""coordinates"":[-112.02864596798997,34.768059871314435]}"
"{""type"":""Point"",""coordinates"":[-113.2105840901402,34.57765146585673]}"
"{""type"":""Point"",""coordinates"":[-112.77460871732586,34.19734359220813]}"
"{""type"":""Point"",""coordinates"":[-113.2288418455762,34.59641864842572]}"
"{""type"":""Point"",""coordinates"":[-113.19441399697786,34.60290256949354]}"
"{""type"":""Point"",""coordinates"":[-112.7098482538884,34.138350309736914]}"
"{""type"":""Point"",""coordinates"":[-113.22261081742455,34.604078200750955]}"
"{""type"":""Point"",""coordinates"":[-113.25485725074952,34.61091968524265]}"
"{""type"":""Point"",""coordinates"":[-112.70833470087679,34.14328942720314]}"
"{""type"":""Point"",""coordinates"":[-112.18983698896375,34.44969368799526]}"
"{""type"":""Point"",""coordinates"":[-112.74243321104794,34.03482670272585]}"
"{""type"":""Point"",""coordinates"":[-113.2212083702329,34.606625563044815]}"
"{""type"":""Point"",""coordinates"":[-113.19179583800297,34.5979266668375]}"
"{""type"":""Point"",""coordinates"":[-113.18012560724111,34.596835022244235]}"
"{""type"":""Point"",""coordinates"":[-112.01999700028848,34.73227636170929]}"
"{""type"":""Point"",""coordinates"":[-112.70972903803194,34.14199114485808]}"
"{""type"":""Point"",""coordinates"":[-112.23153768028398,34.49849826318324]}"
"{""type"":""Point"",""coordinates"":[-112.18731497527968,34.66402141998508]}"
"{""type"":""Point"",""coordinates"":[-113.19779444924121,34.60170396960197]}"
"{""type"":""Point"",""coordinates"":[-113.1544278642738,34.632628323707976]}"
"{""type"":""Point"",""coordinates"":[-112.75046642503604,34.20879694258072]}"
"{""type"":""Point"",""coordinates"":[-112.85313945554195,34.19732645561491]}"
"{""type"":""Point"",""coordinates"":[-112.23695774248849,34.261758190166255]}"
"{""type"":""Point"",""coordinates"":[-112.18893801055657,34.44672434855395]}"
"{""type"":""Point"",""coordinates"":[-113.19160325612343,34.595483987436815]}"
"{""type"":""Point"",""coordinates"":[-113.19001187187148,34.586004579037414]}"
"{""type"":""Point"",""coordinates"":[-112.21907313892557,34.3793007677042]}"
"{""type"":""Point"",""coordinates"":[-113.20872659326378,34.63804174708151]}"
"{""type"":""Point"",""coordinates"":[-113.18519233265516,34.598617779492024]}"
"{""type"":""Point"",""coordinates"":[-113.23269129832174,34.54488992576541]}"
"{""type"":""Point"",""coordinates"":[-113.22622781554054,34.60249764386197]}"
"{""type"":""Point"",""coordinates"":[-113.21633421819222,34.627471154667035]}"
"{""type"":""Point"",""coordinates"":[-113.21044651800445,34.593285900207235]}"
"{""type"":""Point"",""coordinates"":[-113.21869529830508,34.60467611328954]}"
"{""type"":""Point"",""coordinates"":[-112.20345210463788,34.26966430840268]}"
"{""type"":""Point"",""coordinates"":[-113.21097592245924,34.63328490128933]}"
"{""type"":""Point"",""coordinates"":[-112.74965603026276,34.20973174692565]}"
"{""type"":""Point"",""coordinates"":[-113.03578827156197,34.68832106616003]}"
"{""type"":""Point"",""coordinates"":[-113.2212864634968,34.59798369120671]}"
"{""type"":""Point"",""coordinates"":[-111.13399276394885,36.14533965569079]}"
"{""type"":""Point"",""coordinates"":[-111.13860702724283,36.14310875955394]}"
"{""type"":""Point"",""coordinates"":[-111.13426210460597,36.14320467480874]}"
"{""type"":""Point"",""coordinates"":[-111.13666413577711,36.1446779309811]}"
"{""type"":""Point"",""coordinates"":[-111.13702748792328,36.143215527418626]}"
"{""type"":""Point"",""coordinates"":[-111.35030463324658,35.78083561055226]}"
"{""type"":""Point"",""coordinates"":[-109.33951023123177,33.044318954706924]}"
"{""type"":""Point"",""coordinates"":[-109.3237174775883,33.03246738517916]}"
"{""type"":""Point"",""coordinates"":[-109.36027095297193,33.00818320687684]}"
"{""type"":""Point"",""coordinates"":[-109.3398846719328,33.035292156303655]}"
"{""type"":""Point"",""coordinates"":[-109.3397053096286,33.02516479239944]}"
"{""type"":""Point"",""coordinates"":[-109.36009586697921,33.0271019977694]}"
"{""type"":""Point"",""coordinates"":[-109.36386819589488,33.01269144026583]}"
"{""type"":""Point"",""coordinates"":[-109.32345780397372,33.02810201806729]}"
"{""type"":""Point"",""coordinates"":[-109.33878949715067,33.030540720622824]}"
"{""type"":""Point"",""coordinates"":[-109.35191878124769,33.011955931865856]}"
"{""type"":""Point"",""coordinates"":[-109.35516578819205,33.020861290069334]}"
"{""type"":""Point"",""coordinates"":[-109.33871924004616,33.04040430937076]}"
"{""type"":""Point"",""coordinates"":[-109.32319785121959,33.03525070368501]}"
"{""type"":""Point"",""coordinates"":[-109.35194239963835,33.03785141543086]}"
"{""type"":""Point"",""coordinates"":[-112.8333233525463,33.815570556643706]}"
"{""type"":""Point"",""coordinates"":[-111.82859323673559,33.377718442705394]}"
"{""type"":""Point"",""coordinates"":[-111.82850176056009,33.37785196541273]}"
"{""type"":""Point"",""coordinates"":[-111.23330312915672,31.458148615712012]}"
